# word	zipf
accepted	4.67
adding	4.67
affairs	4.67
allows	4.67
appeal	4.67
applied	4.67
appropriate	4.67
artists	4.67
boston	4.67
confirmed	4.67
device	4.67
drama	4.67
entry	4.67
era	4.67
factor	4.67
feed	4.67
golden	4.67
grant	4.67
grown	4.67
heads	4.67
hoping	4.67
keeps	4.67
lawyer	4.67
legs	4.67
lying	4.67
measures	4.67
mistake	4.67
muslim	4.67
organizations	4.67
platform	4.67
pool	4.67
pulled	4.67
regarding	4.67
relations	4.67
requires	4.67
route	4.67
saved	4.67
schedule	4.67
scientific	4.67
shoes	4.67
smoke	4.67
squad	4.67
teach	4.67
testing	4.67
tests	4.67
values	4.67
walked	4.67
williams	4.67
ya	4.67
abuse	4.66
angry	4.66
businesses	4.66
candidate	4.66
comfortable	4.66
concern	4.66
developing	4.66
discuss	4.66
elections	4.66
emotional	4.66
everywhere	4.66
facilities	4.66
falling	4.66
fox	4.66
guns	4.66
hole	4.66
holiday	4.66
interests	4.66
internal	4.66
ireland	4.66
italian	4.66
italy	4.66
jersey	4.66
laugh	4.66
leg	4.66
letters	4.66
liberal	4.66
listening	4.66
loves	4.66
lunch	4.66
max	4.66
milk	4.66
pack	4.66
payment	4.66
perform	4.66
recorded	4.66
relatively	4.66
sector	4.66
sharing	4.66
snow	4.66
storm	4.66
streets	4.66
strike	4.66
studio	4.66
sub	4.66
weak	4.66
actor	4.65
advance	4.65
apartment	4.65
asia	4.65
chain	4.65
chapter	4.65
committed	4.65
confidence	4.65
cook	4.65
cute	4.65
equal	4.65
fake	4.65
finance	4.65
focused	4.65
hits	4.65
identity	4.65
journey	4.65
kitchen	4.65
korea	4.65
leads	4.65
maintain	4.65
measure	4.65
mm	4.65
numerous	4.65
owners	4.65
posts	4.65
properties	4.65
quiet	4.65
revealed	4.65
specifically	4.65
split	4.65
task	4.65
taxes	4.65
taylor	4.65
twenty	4.65
urban	4.65
acts	4.64
affected	4.64
aircraft	4.64
applications	4.64
approved	4.64
approximately	4.64
argument	4.64
arrested	4.64
claimed	4.64
conflict	4.64
considering	4.64
corporate	4.64
debate	4.64
determined	4.64
distribution	4.64
documents	4.64
escape	4.64
extended	4.64
factors	4.64
faster	4.64
fault	4.64
fill	4.64
films	4.64
flowers	4.64
friendly	4.64
ladies	4.64
lay	4.64
lights	4.64
millions	4.64
mixed	4.64
phase	4.64
properly	4.64
pure	4.64
reduced	4.64
requirements	4.64
residents	4.64
revenue	4.64
sam	4.64
sat	4.64
secure	4.64
smile	4.64
strange	4.64
talent	4.64
temperature	4.64
thousand	4.64
tony	4.64
troops	4.64
truck	4.64
votes	4.64
ah	4.63
authorities	4.63
basically	4.63
besides	4.63
bird	4.63
blame	4.63
bob	4.63
bowl	4.63
causes	4.63
chicken	4.63
collected	4.63
context	4.63
coverage	4.63
determine	4.63
display	4.63
dying	4.63
elected	4.63
examples	4.63
experienced	4.63
falls	4.63
false	4.63
fired	4.63
forgot	4.63
funding	4.63
identified	4.63
iii	4.63
incredible	4.63
inspired	4.63
launched	4.63
meat	4.63
ministry	4.63
mode	4.63
neck	4.63
noticed	4.63
novel	4.63
obvious	4.63
passing	4.63
positions	4.63
remaining	4.63
scored	4.63
shirt	4.63
shots	4.63
slowly	4.63
stadium	4.63
stores	4.63
surgery	4.63
trading	4.63
tuesday	4.63
vision	4.63
whenever	4.63
worried	4.63
zero	4.63
alex	4.62
allowing	4.62
begins	4.62
champion	4.62
charged	4.62
cream	4.62
crisis	4.62
daniel	4.62
delivered	4.62
editor	4.62
estimated	4.62
giant	4.62
iran	4.62
jail	4.62
jim	4.62
kingdom	4.62
literature	4.62
mayor	4.62
minor	4.62
moments	4.62
opposite	4.62
orange	4.62
ourselves	4.62
pages	4.62
remained	4.62
selection	4.62
serving	4.62
signal	4.62
stream	4.62
struggle	4.62
suicide	4.62
talked	4.62
theme	4.62
thursday	4.62
tiny	4.62
typically	4.62
unfortunately	4.62
usual	4.62
vehicles	4.62
virginia	4.62
voted	4.62
voting	4.62
walls	4.62
wave	4.62
alcohol	4.61
assembly	4.61
breakfast	4.61
bright	4.61
brings	4.61
capable	4.61
carrying	4.61
chosen	4.61
combination	4.61
conservative	4.61
customer	4.61
cutting	4.61
desire	4.61
destroyed	4.61
draft	4.61
drunk	4.61
essential	4.61
fail	4.61
familiar	4.61
finds	4.61
granted	4.61
guilty	4.61
humans	4.61
hundreds	4.61
id	4.61
improved	4.61
jewish	4.61
largely	4.61
laughing	4.61
markets	4.61
medium	4.61
ohio	4.61
opportunities	4.61
papers	4.61
perfectly	4.61
recommend	4.61
referred	4.61
relevant	4.61
seek	4.61
sending	4.61
solo	4.61
spoke	4.61
stands	4.61
talks	4.61
ticket	4.61
unable	4.61
upset	4.61
wing	4.61
answers	4.60
birds	4.60
bomb	4.60
creative	4.60
cycle	4.60
dealing	4.60
directed	4.60
don	4.60
educational	4.60
entertainment	4.60
extreme	4.60
facility	4.60
fields	4.60
goods	4.60
hang	4.60
holds	4.60
info	4.60
mainly	4.60
maximum	4.60
newspaper	4.60
offering	4.60
painting	4.60
republic	4.60
reserve	4.60
returns	4.60
row	4.60
salt	4.60
scared	4.60
scottish	4.60
shares	4.60
statistics	4.60
switch	4.60
territory	4.60
threat	4.60
tickets	4.60
wales	4.60
adults	4.59
affect	4.59
appointed	4.59
armed	4.59
aside	4.59
assistance	4.59
bell	4.59
blow	4.59
bond	4.59
boyfriend	4.59
careful	4.59
circumstances	4.59
communications	4.59
concerns	4.59
controlled	4.59
corporation	4.59
cry	4.59
danger	4.59
deals	4.59
delivery	4.59
deserve	4.59
devices	4.59
dollar	4.59
dreams	4.59
empty	4.59
enjoyed	4.59
explained	4.59
faces	4.59
folks	4.59
fucked	4.59
gender	4.59
instance	4.59
kim	4.59
kinda	4.59
matches	4.59
mile	4.59
motion	4.59
moves	4.59
nick	4.59
pacific	4.59
prize	4.59
realized	4.59
reasonable	4.59
receiving	4.59
register	4.59
resolution	4.59
rural	4.59
ryan	4.59
saving	4.59
sees	4.59
singing	4.59
spain	4.59
tools	4.59
typical	4.59
universe	4.59
warning	4.59
wars	4.59
wednesday	4.59
admit	4.58
attitude	4.58
branch	4.58
brazil	4.58
conducted	4.58
decades	4.58
dedicated	4.58
definition	4.58
drawing	4.58
favor	4.58
flag	4.58
frame	4.58
guest	4.58
ha	4.58
heaven	4.58
independence	4.58
institutions	4.58
jackson	4.58
kiss	4.58
load	4.58
plot	4.58
possibility	4.58
random	4.58
recovery	4.58
rent	4.58
replace	4.58
represent	4.58
reviews	4.58
scenes	4.58
seeking	4.58
senator	4.58
sentence	4.58
teeth	4.58
tips	4.58
trained	4.58
understood	4.58
academic	4.57
academy	4.57
accurate	4.57
achieve	4.57
adam	4.57
afford	4.57
andrew	4.57
assume	4.57
bbc	4.57
bottle	4.57
bunch	4.57
category	4.57
chat	4.57
cheese	4.57
chemical	4.57
clinton	4.57
competitive	4.57
detail	4.57
diet	4.57
favourite	4.57
fruit	4.57
harder	4.57
index	4.57
item	4.57
lane	4.57
mess	4.57
navy	4.57
normally	4.57
occurred	4.57
opposition	4.57
parent	4.57
permanent	4.57
personally	4.57
pleasure	4.57
prefer	4.57
programme	4.57
representative	4.57
scheme	4.57
shift	4.57
stood	4.57
storage	4.57
tank	4.57
tend	4.57
tight	4.57
transportation	4.57
ultimately	4.57
unlike	4.57
weekly	4.57
yard	4.57
anybody	4.56
assets	4.56
basketball	4.56
button	4.56
candidates	4.56
combat	4.56
constitution	4.56
consumer	4.56
counter	4.56
creation	4.56
crown	4.56
crying	4.56
defined	4.56
depending	4.56
depression	4.56
describe	4.56
drivers	4.56
employment	4.56
exclusive	4.56
excuse	4.56
expert	4.56
frequently	4.56
golf	4.56
grace	4.56
hopefully	4.56
identify	4.56
importance	4.56
kevin	4.56
laid	4.56
latter	4.56
manufacturing	4.56
mining	4.56
object	4.56
partners	4.56
pattern	4.56
performing	4.56
personnel	4.56
perspective	4.56
pregnant	4.56
premier	4.56
promote	4.56
revolution	4.56
rooms	4.56
severe	4.56
sleeping	4.56
suppose	4.56
tool	4.56
tournament	4.56
turkey	4.56
victim	4.56
victims	4.56
agents	4.55
amazon	4.55
arrest	4.55
attend	4.55
ban	4.55
brilliant	4.55
carbon	4.55
catholic	4.55
chose	4.55
circle	4.55
concert	4.55
crash	4.55
declared	4.55
deliver	4.55
depth	4.55
deputy	4.55
dirty	4.55
doctors	4.55
earned	4.55
electronic	4.55
error	4.55
existence	4.55
experiences	4.55
expression	4.55
factory	4.55
headed	4.55
interior	4.55
joy	4.55
legislation	4.55
maintenance	4.55
manner	4.55
mate	4.55
matt	4.55
nearby	4.55
noise	4.55
origin	4.55
pakistan	4.55
panel	4.55
personality	4.55
plate	4.55
practices	4.55
prepare	4.55
relief	4.55
replaced	4.55
resistance	4.55
retail	4.55
rice	4.55
roads	4.55
roof	4.55
shame	4.55
ships	4.55
somewhat	4.55
staying	4.55
stronger	4.55
surely	4.55
tip	4.55
updated	4.55
writers	4.55
absolute	4.54
advertising	4.54
agencies	4.54
baseball	4.54
bathroom	4.54
bible	4.54
cable	4.54
calm	4.54
championship	4.54
checked	4.54
client	4.54
constant	4.54
dates	4.54
degrees	4.54
democrats	4.54
doors	4.54
driven	4.54
dumb	4.54
empire	4.54
exciting	4.54
expansion	4.54
heavily	4.54
hide	4.54
incident	4.54
irish	4.54
linked	4.54
manage	4.54
messages	4.54
michigan	4.54
multi	4.54
nfl	4.54
politicians	4.54
print	4.54
quit	4.54
refused	4.54
reporting	4.54
sight	4.54
significantly	4.54
sing	4.54
soviet	4.54
weapon	4.54
wet	4.54
widely	4.54
worldwide	4.54
ages	4.53
anniversary	4.53
attractive	4.53
bike	4.53
broad	4.53
burn	4.53
cake	4.53
causing	4.53
closely	4.53
constantly	4.53
contest	4.53
deaths	4.53
depends	4.53
drawn	4.53
fees	4.53
francisco	4.53
haha	4.53
hardly	4.53
hat	4.53
height	4.53
hidden	4.53
hong	4.53
invited	4.53
letting	4.53
loud	4.53
manchester	4.53
marine	4.53
motor	4.53
officially	4.53
peak	4.53
portion	4.53
pounds	4.53
princess	4.53
protein	4.53
puts	4.53
raw	4.53
reform	4.53
regions	4.53
represented	4.53
respond	4.53
retirement	4.53
sample	4.53
seats	4.53
secondary	4.53
solar	4.53
somehow	4.53
stayed	4.53
suffering	4.53
sydney	4.53
tries	4.53
ultimate	4.53
unknown	4.53
wilson	4.53
wondering	4.53
attached	4.52
attacked	4.52
automatically	4.52
balls	4.52
battery	4.52
bills	4.52
blind	4.52
breath	4.52
brief	4.52
carolina	4.52
chest	4.52
conduct	4.52
debut	4.52
decade	4.52
destroy	4.52
differences	4.52
edward	4.52
engaged	4.52
experts	4.52
expressed	4.52
external	4.52
fantasy	4.52
grab	4.52
hollywood	4.52
immediate	4.52
introduction	4.52
joseph	4.52
license	4.52
paint	4.52
pilot	4.52
pink	4.52
presidential	4.52
principal	4.52
recognize	4.52
recognized	4.52
registered	4.52
regularly	4.52
representatives	4.52
rising	4.52
seasons	4.52
shipping	4.52
singer	4.52
smoking	4.52
steam	4.52
suffered	4.52
survive	4.52
tall	4.52
thats	4.52
theatre	4.52
therapy	4.52
witness	4.52
adopted	4.51
aim	4.51
campus	4.51
cap	4.51
chances	4.51
childhood	4.51
clinical	4.51
clubs	4.51
comedy	4.51
commander	4.51
comparison	4.51
covers	4.51
dan	4.51
defeat	4.51
defence	4.51
democracy	4.51
detailed	4.51
entitled	4.51
exact	4.51
exposed	4.51
fed	4.51
fee	4.51
injured	4.51
jan	4.51
jordan	4.51
kinds	4.51
lets	4.51
loans	4.51
lock	4.51
musical	4.51
nose	4.51
objects	4.51
opposed	4.51
organized	4.51
plastic	4.51
protected	4.51
purposes	4.51
quote	4.51
recording	4.51
semi	4.51
statements	4.51
suspect	4.51
swear	4.51
techniques	4.51
tie	4.51
tim	4.51
trend	4.51
valuable	4.51
wealth	4.51
wise	4.51
yards	4.51
aged	4.50
approval	4.50
aspects	4.50
attempts	4.50
bread	4.50
burning	4.50
champions	4.50
contain	4.50
convention	4.50
dancing	4.50
document	4.50
eggs	4.50
employee	4.50
engineer	4.50
equivalent	4.50
facing	4.50
fairly	4.50
fingers	4.50
ford	4.50
founded	4.50
functions	4.50
gang	4.50
graduate	4.50
greek	4.50
hanging	4.50
inner	4.50
islands	4.50
lift	4.50
marked	4.50
memories	4.50
miller	4.50
monthly	4.50
mountains	4.50
neighborhood	4.50
operate	4.50
outstanding	4.50
permission	4.50
porn	4.50
racing	4.50
recommended	4.50
regulations	4.50
reply	4.50
republicans	4.50
rid	4.50
roman	4.50
scientists	4.50
shoulder	4.50
shower	4.50
solutions	4.50
sons	4.50
stations	4.50
stephen	4.50
tower	4.50
tradition	4.50
visited	4.50
visual	4.50
wheel	4.50
zealand	4.50
achieved	4.49
admitted	4.49
appointment	4.49
authors	4.49
barely	4.49
bush	4.49
cabinet	4.49
celebrate	4.49
challenges	4.49
chocolate	4.49
coal	4.49
colour	4.49
contemporary	4.49
criticism	4.49
davis	4.49
dna	4.49
effectively	4.49
eric	4.49
extensive	4.49
faced	4.49
filed	4.49
formation	4.49
fought	4.49
gained	4.49
gallery	4.49
highway	4.49
historic	4.49
hunt	4.49
improvement	4.49
inch	4.49
initially	4.49
junior	4.49
jury	4.49
kong	4.49
korean	4.49
marks	4.49
monster	4.49
obtained	4.49
olympic	4.49
philosophy	4.49
pride	4.49
promised	4.49
repeat	4.49
returning	4.49
riding	4.49
rough	4.49
santa	4.49
settlement	4.49
smell	4.49
sought	4.49
speaker	4.49
studied	4.49
suggests	4.49
surrounding	4.49
tone	4.49
topic	4.49
toronto	4.49
universal	4.49
vast	4.49
visitors	4.49
wanting	4.49
auto	4.48
consistent	4.48
continuing	4.48
earn	4.48
exists	4.48
finger	4.48
grey	4.48
guitar	4.48
heading	4.48
howard	4.48
ignore	4.48
involving	4.48
latin	4.48
lewis	4.48
meal	4.48
meanwhile	4.48
meetings	4.48
naturally	4.48
necessarily	4.48
offices	4.48
pants	4.48
partnership	4.48
payments	4.48
percentage	4.48
pocket	4.48
practical	4.48
primarily	4.48
proved	4.48
rape	4.48
regardless	4.48
relative	4.48
represents	4.48
rescue	4.48
resulting	4.48
rush	4.48
sarah	4.48
sessions	4.48
sharp	4.48
simon	4.48
soccer	4.48
stable	4.48
structures	4.48
supplies	4.48
symptoms	4.48
temporary	4.48
tested	4.48
trick	4.48
attended	4.47
audio	4.47
bone	4.47
brian	4.47
bullshit	4.47
chamber	4.47
chart	4.47
circuit	4.47
clothing	4.47
complicated	4.47
confused	4.47
consequences	4.47
defend	4.47
divided	4.47
elizabeth	4.47
everyday	4.47
extent	4.47
fishing	4.47
format	4.47
gap	4.47
gate	4.47
gotten	4.47
harm	4.47
healthcare	4.47
household	4.47
immigration	4.47
impressive	4.47
jews	4.47
joining	4.47
killer	4.47
lesson	4.47
limits	4.47
loving	4.47
ltd	4.47
managers	4.47
membership	4.47
miami	4.47
mirror	4.47
mount	4.47
nights	4.47
occur	4.47
parking	4.47
proposal	4.47
province	4.47
purchased	4.47
recognition	4.47
reputation	4.47
rolling	4.47
shortly	4.47
situations	4.47
strongly	4.47
tears	4.47
technique	4.47
thin	4.47
tied	4.47
accused	4.46
adventure	4.46
argue	4.46
assessment	4.46
atmosphere	4.46
awful	4.46
bedroom	4.46
belief	4.46
bound	4.46
breaks	4.46
carefully	4.46
cats	4.46
ceo	4.46
choices	4.46
closing	4.46
cloud	4.46
colorado	4.46
colors	4.46
contrast	4.46
courses	4.46
courts	4.46
donald	4.46
drew	4.46
egg	4.46
element	4.46
elsewhere	4.46
establish	4.46
extension	4.46
files	4.46
founder	4.46
gear	4.46
georgia	4.46
hills	4.46
hip	4.46
hitting	4.46
increases	4.46
infrastructure	4.46
jason	4.46
locations	4.46
loose	4.46
machines	4.46
moral	4.46
offensive	4.46
pa	4.46
package	4.46
pointed	4.46
poverty	4.46
processes	4.46
processing	4.46
qualified	4.46
railway	4.46
reaching	4.46
ridiculous	4.46
sensitive	4.46
server	4.46
shock	4.46
silence	4.46
soldier	4.46
superior	4.46
supporters	4.46
thick	4.46
threw	4.46
tons	4.46
transition	4.46
violent	4.46
voters	4.46
wash	4.46
acid	4.45
actress	4.45
administrative	4.45
alan	4.45
alongside	4.45
angel	4.45
anxiety	4.45
babies	4.45
bars	4.45
bonus	4.45
castle	4.45
charity	4.45
clients	4.45
compare	4.45
contained	4.45
cooking	4.45
covering	4.45
curious	4.45
directors	4.45
discovery	4.45
discussed	4.45
duke	4.45
egypt	4.45
encourage	4.45
enforcement	4.45
featuring	4.45
finals	4.45
flash	4.45
formal	4.45
formula	4.45
fort	4.45
governments	4.45
gray	4.45
gross	4.45
horses	4.45
hungry	4.45
informed	4.45
innocent	4.45
jeff	4.45
losses	4.45
luke	4.45
mac	4.45
math	4.45
minds	4.45
mistakes	4.45
mystery	4.45
networks	4.45
olympics	4.45
palace	4.45
passes	4.45
penalty	4.45
pet	4.45
phones	4.45
photography	4.45
producing	4.45
protest	4.45
publication	4.45
rating	4.45
refer	4.45
respectively	4.45
rome	4.45
scheduled	4.45
select	4.45
silent	4.45
spoken	4.45
successfully	4.45
suffer	4.45
temple	4.45
tracks	4.45
trail	4.45
uncle	4.45
unusual	4.45
waters	4.45
woods	4.45
yo	4.45
arrival	4.44
asks	4.44
assault	4.44
awareness	4.44
badly	4.44
bath	4.44
captured	4.44
chase	4.44
components	4.44
concrete	4.44
dave	4.44
deeply	4.44
expectations	4.44
explanation	4.44
exposure	4.44
featured	4.44
fiction	4.44
guarantee	4.44
happiness	4.44
harris	4.44
hearts	4.44
horrible	4.44
ideal	4.44
illinois	4.44
injuries	4.44
islamic	4.44
jimmy	4.44
kelly	4.44
legend	4.44
lieutenant	4.44
mini	4.44
mood	4.44
muscle	4.44
muslims	4.44
passion	4.44
picking	4.44
pleased	4.44
procedure	4.44
producer	4.44
pushing	4.44
rank	4.44
replacement	4.44
retired	4.44
roles	4.44
sand	4.44
savings	4.44
settled	4.44
shadow	4.44
singles	4.44
tag	4.44
tape	4.44
thread	4.44
victoria	4.44
visiting	4.44
wage	4.44
wings	4.44
andy	4.43
avenue	4.43
bags	4.43
beating	4.43
believes	4.43
blocks	4.43
boring	4.43
charlie	4.43
checking	4.43
clock	4.43
commissioner	4.43
commitment	4.43
confident	4.43
containing	4.43
copies	4.43
crimes	4.43
custom	4.43
denied	4.43
desk	4.43
drinks	4.43
ear	4.43
electricity	4.43
episodes	4.43
farmers	4.43
fbi	4.43
grounds	4.43
gym	4.43
helpful	4.43
horror	4.43
iraq	4.43
label	4.43
liverpool	4.43
locked	4.43
naked	4.43
opens	4.43
output	4.43
persons	4.43
pitch	4.43
pizza	4.43
plain	4.43
pushed	4.43
raising	4.43
rear	4.43
reveal	4.43
romantic	4.43
scores	4.43
sisters	4.43
speaks	4.43
stages	4.43
strategic	4.43
swimming	4.43
welfare	4.43
winners	4.43
wire	4.43
worker	4.43
afterwards	4.42
alright	4.42
android	4.42
anger	4.42
architecture	4.42
assist	4.42
attempted	4.42
behalf	4.42
belt	4.42
capture	4.42
centers	4.42
ceremony	4.42
comic	4.42
cops	4.42
cuts	4.42
dallas	4.42
designer	4.42
diamond	4.42
disappointed	4.42
dressed	4.42
economics	4.42
efficient	4.42
electrical	4.42
employed	4.42
enjoying	4.42
entering	4.42
essentially	4.42
establishment	4.42
expecting	4.42
explains	4.42
flower	4.42
ghost	4.42
guests	4.42
handed	4.42
hockey	4.42
houston	4.42
hunting	4.42
industries	4.42
islam	4.42
jane	4.42
judges	4.42
kit	4.42
lab	4.42
languages	4.42
maps	4.42
min	4.42
morgan	4.42
moscow	4.42
nervous	4.42
newly	4.42
odd	4.42
ordinary	4.42
participate	4.42
philadelphia	4.42
prayer	4.42
principles	4.42
racist	4.42
rarely	4.42
references	4.42
sexy	4.42
skill	4.42
soil	4.42
solve	4.42
stomach	4.42
struck	4.42
studying	4.42
suck	4.42
supports	4.42
trash	4.42
ugly	4.42
vegas	4.42
virus	4.42
walker	4.42
whoever	4.42
amounts	4.41
anthony	4.41
arthur	4.41
aspect	4.41
banned	4.41
boost	4.41
bureau	4.41
colonel	4.41
comfort	4.41
controls	4.41
cousin	4.41
crack	4.41
deck	4.41
demands	4.41
dies	4.41
dragon	4.41
dramatic	4.41
dust	4.41
dutch	4.41
engineers	4.41
evolution	4.41
foods	4.41
hired	4.41
illness	4.41
inspiration	4.41
institution	4.41
kings	4.41
knife	4.41
lately	4.41
lowest	4.41
memorial	4.41
mexican	4.41
minority	4.41
mum	4.41
opinions	4.41
patterns	4.41
presents	4.41
priority	4.41
promotion	4.41
rail	4.41
readers	4.41
remote	4.41
repair	4.41
root	4.41
saint	4.41
steal	4.41
stolen	4.41
telephone	4.41
tho	4.41
titles	4.41
trans	4.41
ups	4.41
vol	4.41
whereas	4.41
abandoned	4.40
acquired	4.40
actors	4.40
alexander	4.40
alliance	4.40
annoying	4.40
bid	4.40
bro	4.40
buddy	4.40
buried	4.40
butter	4.40
cares	4.40
columbia	4.40
conclusion	4.40
confirm	4.40
congratulations	4.40
contracts	4.40
convinced	4.40
crap	4.40
crystal	4.40
dean	4.40
decent	4.40
decline	4.40
delay	4.40
describes	4.40
desert	4.40
downtown	4.40
elite	4.40
enemies	4.40
forgotten	4.40
forth	4.40
gods	4.40
hire	4.40
hop	4.40
hopes	4.40
insane	4.40
installed	4.40
israeli	4.40
landing	4.40
layer	4.40
managing	4.40
marry	4.40
nah	4.40
nowhere	4.40
nurse	4.40
obtain	4.40
organic	4.40
ownership	4.40
participants	4.40
pennsylvania	4.40
poetry	4.40
pot	4.40
pray	4.40
printed	4.40
recall	4.40
rugby	4.40
sake	4.40
sheet	4.40
signing	4.40
smooth	4.40
spiritual	4.40
stops	4.40
string	4.40
sudden	4.40
sweden	4.40
syria	4.40
throwing	4.40
thrown	4.40
vacation	4.40
abroad	4.39
arab	4.39
assigned	4.39
associate	4.39
assumed	4.39
atlantic	4.39
bench	4.39
bother	4.39
broadcast	4.39
bye	4.39
cambridge	4.39
citizen	4.39
cleaning	4.39
compete	4.39
consists	4.39
consumers	4.39
contributed	4.39
cricket	4.39
critics	4.39
damaged	4.39
disaster	4.39
discover	4.39
disney	4.39
entrance	4.39
equally	4.39
fallen	4.39
figured	4.39
fitness	4.39
francis	4.39
friendship	4.39
gary	4.39
handling	4.39
idiot	4.39
intense	4.39
keys	4.39
lawyers	4.39
lifetime	4.39
liquid	4.39
makeup	4.39
medal	4.39
mortgage	4.39
narrative	4.39
narrow	4.39
nba	4.39
observed	4.39
occasionally	4.39
pan	4.39
physics	4.39
posting	4.39
potentially	4.39
reduction	4.39
reflect	4.39
refuse	4.39
researchers	4.39
resource	4.39
roger	4.39
ross	4.39
sciences	4.39
seattle	4.39
serves	4.39
shell	4.39
silly	4.39
subsequent	4.39
towns	4.39
translation	4.39
visible	4.39
yep	4.39
adds	4.38
allen	4.38
amendment	4.38
angle	4.38
arizona	4.38
arrive	4.38
belong	4.38
berlin	4.38
bishop	4.38
channels	4.38
clark	4.38
commonly	4.38
connect	4.38
defensive	4.38
designs	4.38
efficiency	4.38
enterprise	4.38
experiment	4.38
feb	4.38
females	4.38
findings	4.38
firms	4.38
forum	4.38
gifts	4.38
grass	4.38
hence	4.38
increasingly	4.38
incredibly	4.38
jay	4.38
journalist	4.38
kicked	4.38
lessons	4.38
lists	4.38
maintained	4.38
mill	4.38
mo	4.38
occasion	4.38
oxford	4.38
pace	4.38
passenger	4.38
pen	4.38
pope	4.38
possession	4.38
races	4.38
rapid	4.38
regulation	4.38
resident	4.38
rocks	4.38
shaped	4.38
sixth	4.38
spin	4.38
styles	4.38
subjects	4.38
sucks	4.38
suitable	4.38
thirty	4.38
valid	4.38
vital	4.38
whilst	4.38
agriculture	4.37
alleged	4.37
anna	4.37
atlanta	4.37
bands	4.37
christians	4.37
collect	4.37
commerce	4.37
cop	4.37
creek	4.37
currency	4.37
emotions	4.37
exhibition	4.37
fraud	4.37
funeral	4.37
genuine	4.37
gordon	4.37
honey	4.37
honour	4.37
hook	4.37
hunter	4.37
immigrants	4.37
improving	4.37
instructions	4.37
introduce	4.37
