# word	zipf
cocco	1.72
cockatrice	1.72
collectivized	1.72
colloque	1.72
compartmented	1.72
congresswomen	1.72
conjuncture	1.72
conspiratorially	1.72
convolvulus	1.72
copayment	1.72
corsages	1.72
cowpox	1.72
cowries	1.72
craftmanship	1.72
cruiserweights	1.72
crystalized	1.72
cummerbund	1.72
cuppy	1.72
cymbidium	1.72
cytological	1.72
dayspring	1.72
decapitates	1.72
defuses	1.72
dehumidifiers	1.72
deliverability	1.72
demoiselle	1.72
demonically	1.72
dependance	1.72
depolarized	1.72
depopulate	1.72
destine	1.72
diapered	1.72
dichloromethane	1.72
didactics	1.72
diffractive	1.72
digressing	1.72
dirndl	1.72
discoidal	1.72
disfranchised	1.72
distractedly	1.72
dite	1.72
doohickey	1.72
doorjamb	1.72
douses	1.72
dovetailing	1.72
downland	1.72
drawdowns	1.72
drugmakers	1.72
drumbeats	1.72
ductless	1.72
dutra	1.72
educationalist	1.72
educationists	1.72
ejido	1.72
elamite	1.72
embroil	1.72
encasement	1.72
encases	1.72
enjoins	1.72
enthalpies	1.72
entrez	1.72
enumerable	1.72
equivocate	1.72
erectors	1.72
erosions	1.72
esotericism	1.72
eugenicist	1.72
eugenol	1.72
evangelized	1.72
evolutionism	1.72
experimentalism	1.72
eyesores	1.72
fabula	1.72
fatiha	1.72
felicitate	1.72
festoons	1.72
fidelia	1.72
fidgeted	1.72
firebrick	1.72
flossed	1.72
flounces	1.72
flowage	1.72
flowmeter	1.72
foldout	1.72
forded	1.72
forearmed	1.72
freestyler	1.72
freyr	1.72
frigga	1.72
frivolities	1.72
frizzled	1.72
frogging	1.72
frontalis	1.72
frump	1.72
funnelling	1.72
gastly	1.72
gastropoda	1.72
geminate	1.72
ginned	1.72
giunta	1.72
glaciations	1.72
gleaners	1.72
gleanings	1.72
glueing	1.72
goneril	1.72
gourmands	1.72
gracile	1.72
grackle	1.72
grindle	1.72
grody	1.72
groundskeepers	1.72
gruffly	1.72
gtt	1.72
gussy	1.72
hailstone	1.72
hairiest	1.72
harkening	1.72
hasidism	1.72
haversack	1.72
hayseed	1.72
healthfully	1.72
heartlessly	1.72
heartlessness	1.72
heatproof	1.72
heftier	1.72
helots	1.72
herry	1.72
hhd	1.72
hilaria	1.72
hohn	1.72
homeomorphic	1.72
homesteaded	1.72
horticulturalist	1.72
hospitaller	1.72
hydroxyzine	1.72
hyperextension	1.72
illust	1.72
imaginal	1.72
immiscible	1.72
incrementalism	1.72
ineffectually	1.72
intercalary	1.72
interpose	1.72
intimidator	1.72
intuitionistic	1.72
jackboots	1.72
jaywalk	1.72
jennet	1.72
kapok	1.72
karai	1.72
kazuhiro	1.72
keech	1.72
kilty	1.72
kitchenettes	1.72
kuruma	1.72
lachrymose	1.72
lactobacilli	1.72
largeness	1.72
laryngoscope	1.72
levator	1.72
libeled	1.72
libidinal	1.72
libras	1.72
liest	1.72
likings	1.72
limonite	1.72
linocut	1.72
lithotripsy	1.72
loitered	1.72
longhaired	1.72
lupins	1.72
lymphoedema	1.72
madrasah	1.72
magnifications	1.72
malefactors	1.72
maltodextrin	1.72
manetti	1.72
manlier	1.72
manso	1.72
mantling	1.72
maquette	1.72
markaz	1.72
matcher	1.72
mathes	1.72
meanly	1.72
mechanistically	1.72
meers	1.72
menhaden	1.72
mercuric	1.72
mesenchyme	1.72
messines	1.72
metastasizing	1.72
metonymy	1.72
meze	1.72
microcirculation	1.72
microelectrode	1.72
midnights	1.72
miscellanies	1.72
molests	1.72
mortared	1.72
mucinous	1.72
mujahedeen	1.72
mulattoes	1.72
multivalent	1.72
muriatic	1.72
mutualistic	1.72
mycobacterial	1.72
myelination	1.72
myoclonic	1.72
mzee	1.72
nasogastric	1.72
natriuretic	1.72
navaho	1.72
naysayer	1.72
nebraskans	1.72
negligibly	1.72
neocolonialism	1.72
neth	1.72
neurite	1.72
nhan	1.72
nifedipine	1.72
nishiki	1.72
nitriles	1.72
nonprofessional	1.72
oblanceolate	1.72
occam	1.72
octets	1.72
onsets	1.72
originalist	1.72
orna	1.72
osteonecrosis	1.72
outboards	1.72
outfoxed	1.72
outruns	1.72
outsole	1.72
overdriven	1.72
overexploitation	1.72
paho	1.72
paleface	1.72
palpate	1.72
panchromatic	1.72
paranasal	1.72
pareja	1.72
parodi	1.72
particleboard	1.72
passerine	1.72
payen	1.72
peafowl	1.72
pectus	1.72
peine	1.72
penda	1.72
petechial	1.72
phimosis	1.72
phobe	1.72
phylogenies	1.72
pigmy	1.72
plaint	1.72
plebiscites	1.72
polarizers	1.72
pontes	1.72
porticos	1.72
preamps	1.72
precociously	1.72
preemies	1.72
prefigures	1.72
prepuce	1.72
privies	1.72
proctologist	1.72
propanol	1.72
propellor	1.72
prophase	1.72
prosaically	1.72
providentially	1.72
psychokinesis	1.72
puffers	1.72
putain	1.72
qid	1.72
quartermasters	1.72
radiogram	1.72
raffling	1.72
rapallo	1.72
recapitulated	1.72
rechecking	1.72
recolor	1.72
recuperative	1.72
reichsmarks	1.72
reinterprets	1.72
remembrancer	1.72
renominated	1.72
repopulated	1.72
repulsing	1.72
reroll	1.72
reshot	1.72
retractors	1.72
retrogressive	1.72
revalidation	1.72
revering	1.72
rimer	1.72
rimrock	1.72
roble	1.72
romane	1.72
rosine	1.72
rotas	1.72
roulade	1.72
rubia	1.72
ruffs	1.72
sacerdotal	1.72
salver	1.72
sanctimony	1.72
sanguinary	1.72
sarmatian	1.72
satirising	1.72
schoolmistress	1.72
sculpturing	1.72
seasonable	1.72
seculars	1.72
semaphores	1.72
semitrailer	1.72
sensationalizing	1.72
separability	1.72
seropositive	1.72
serry	1.72
serta	1.72
sextuple	1.72
shakyamuni	1.72
shouldst	1.72
shyer	1.72
siloed	1.72
simpleminded	1.72
simplicial	1.72
siss	1.72
situationally	1.72
sleeving	1.72
slipperiness	1.72
slivered	1.72
slopped	1.72
snaky	1.72
snappier	1.72
solidago	1.72
somnolent	1.72
soulfully	1.72
southlands	1.72
spangle	1.72
speechwriters	1.72
spinor	1.72
spiritism	1.72
squeamishness	1.72
standers	1.72
statu	1.72
steg	1.72
stockbroking	1.72
stolons	1.72
sturdiest	1.72
subconsciousness	1.72
subcostal	1.72
subdirectories	1.72
substrata	1.72
subsuming	1.72
subvention	1.72
suicided	1.72
sulfonamides	1.72
supercede	1.72
supergravity	1.72
supraorbital	1.72
svedberg	1.72
swigs	1.72
taenia	1.72
talas	1.72
terrasse	1.72
tetrahydrofuran	1.72
theor	1.72
theosophists	1.72
thundercloud	1.72
tinbergen	1.72
toco	1.72
toker	1.72
toughens	1.72
transduced	1.72
transgenerational	1.72
transvestism	1.72
trashiest	1.72
treaded	1.72
treys	1.72
trigo	1.72
triploid	1.72
trunked	1.72
tuberosity	1.72
tupi	1.72
turbaned	1.72
tuum	1.72
typographer	1.72
umbel	1.72
uncolored	1.72
uncontacted	1.72
underglaze	1.72
underpay	1.72
undulated	1.72
undyed	1.72
unfixable	1.72
unkept	1.72
unmentionables	1.72
unmerciful	1.72
unsheltered	1.72
unvarying	1.72
unwaveringly	1.72
uprise	1.72
utu	1.72
vaporware	1.72
veloce	1.72
victorine	1.72
vison	1.72
vizard	1.72
volvulus	1.72
wackiness	1.72
waffled	1.72
wapiti	1.72
watter	1.72
waxwings	1.72
wellpoint	1.72
wending	1.72
whelps	1.72
wiggler	1.72
witting	1.72
woodcutters	1.72
yarkand	1.72
yobs	1.72
yowling	1.72
zad	1.72
zombi	1.72
zygon	1.72
abasement	1.71
ablated	1.71
abruptness	1.71
acetates	1.71
advisability	1.71
aesthetical	1.71
alberich	1.71
algos	1.71
allografts	1.71
almsgiving	1.71
aluminized	1.71
amiability	1.71
angeleno	1.71
animalia	1.71
anniv	1.71
annulments	1.71
antaeus	1.71
anthelmintic	1.71
antiarrhythmic	1.71
anticapitalist	1.71
anticlerical	1.71
antiguan	1.71
antipasti	1.71
antipersonnel	1.71
antipodal	1.71
aped	1.71
appartement	1.71
apprehensively	1.71
aquavit	1.71
aquiline	1.71
aril	1.71
arrestor	1.71
ataman	1.71
aureole	1.71
autoclaves	1.71
autocracies	1.71
avogadro	1.71
baboo	1.71
backoff	1.71
backorder	1.71
balladry	1.71
barbeques	1.71
barrelling	1.71
basketballer	1.71
bathos	1.71
batz	1.71
bayberry	1.71
beholders	1.71
beloveds	1.71
benthos	1.71
bents	1.71
benzocaine	1.71
beseeched	1.71
bifocal	1.71
binnacle	1.71
blotters	1.71
bobolink	1.71
bodger	1.71
boink	1.71
boller	1.71
bombus	1.71
boppy	1.71
brassieres	1.71
brimful	1.71
brocades	1.71
brominated	1.71
bronchodilators	1.71
buggering	1.71
busying	1.71
cabinetmakers	1.71
calcination	1.71
calibres	1.71
canali	1.71
candlewick	1.71
capitation	1.71
carceral	1.71
cashiered	1.71
caulked	1.71
cervus	1.71
ceteris	1.71
channelized	1.71
chatelet	1.71
checksums	1.71
chelated	1.71
chignon	1.71
chimerical	1.71
chippie	1.71
christianize	1.71
christofer	1.71
chromo	1.71
chronicon	1.71
chuff	1.71
chunked	1.71
cilium	1.71
coagulants	1.71
cokey	1.71
collarless	1.71
collimation	1.71
comedia	1.71
commendatory	1.71
comodo	1.71
conferees	1.71
conferral	1.71
confounders	1.71
convalesce	1.71
convento	1.71
costless	1.71
countrywoman	1.71
crimper	1.71
crones	1.71
crosier	1.71
cruet	1.71
cryptococcus	1.71
cycloid	1.71
dacoit	1.71
dallied	1.71
damier	1.71
damps	1.71
deadfall	1.71
decl	1.71
deconstructive	1.71
defocus	1.71
dehors	1.71
deicide	1.71
dependently	1.71
deputising	1.71
desireable	1.71
diacritic	1.71
diagnostically	1.71
diazo	1.71
diel	1.71
dieses	1.71
dishcloth	1.71
disproportionality	1.71
dolomitic	1.71
doomy	1.71
duralumin	1.71
dustman	1.71
dybbuk	1.71
effeminacy	1.71
egad	1.71
ekka	1.71
elb	1.71
electrodynamic	1.71
eliminators	1.71
embase	1.71
embrasures	1.71
embryological	1.71
emes	1.71
enfin	1.71
ephemerides	1.71
episodically	1.71
erratum	1.71
evap	1.71
evicts	1.71
exotically	1.71
experientially	1.71
exulted	1.71
faba	1.71
fager	1.71
fainthearted	1.71
falsifications	1.71
fantasie	1.71
faultlessly	1.71
fedayeen	1.71
fellah	1.71
fermentations	1.71
festively	1.71
fiats	1.71
fiche	1.71
filthiness	1.71
fistfuls	1.71
flacks	1.71
flatworm	1.71
flyball	1.71
footsies	1.71
foreignness	1.71
foreshortened	1.71
freebase	1.71
frow	1.71
fumigating	1.71
gaffs	1.71
genuflect	1.71
gerb	1.71
gracy	1.71
gristmill	1.71
grossen	1.71
gushers	1.71
gussied	1.71
hagfish	1.71
hairnet	1.71
hallucinates	1.71
handier	1.71
handoffs	1.71
harpooned	1.71
hibernates	1.71
homomorphic	1.71
hoople	1.71
hornbills	1.71
hybris	1.71
hypnotizes	1.71
ichthyosaurs	1.71
ideograms	1.71
ideographic	1.71
illest	1.71
immunomodulatory	1.71
immunosuppressed	1.71
imposture	1.71
incarcerations	1.71
infilling	1.71
inhalations	1.71
insanitary	1.71
insurgence	1.71
intarsia	1.71
intercommunal	1.71
intermittency	1.71
inters	1.71
introd	1.71
intubate	1.71
invasively	1.71
invigorates	1.71
ironmongery	1.71
irrigators	1.71
isolations	1.71
isotherms	1.71
jarmo	1.71
jataka	1.71
jcl	1.71
josepha	1.71
juiciness	1.71
justiciar	1.71
kapellmeister	1.71
khaya	1.71
kibbles	1.71
kindreds	1.71
kuroshio	1.71
lacerate	1.71
laich	1.71
larrikin	1.71
lasa	1.71
lassitude	1.71
laury	1.71
leanest	1.71
leasable	1.71
likeliness	1.71
lotos	1.71
loudmouthed	1.71
lumbers	1.71
macroscopically	1.71
madres	1.71
maintenon	1.71
maladroit	1.71
malva	1.71
marginality	1.71
marginalizes	1.71
mariachis	1.71
mashpee	1.71
masseurs	1.71
maximizer	1.71
melanesians	1.71
menil	1.71
meowed	1.71
meshwork	1.71
milles	1.71
mimis	1.71
ministration	1.71
mishandle	1.71
misplayed	1.71
mixologists	1.71
modulatory	1.71
monier	1.71
mortadella	1.71
muffles	1.71
multiphoton	1.71
mycelial	1.71
mycotoxin	1.71
myrtles	1.71
nere	1.71
noons	1.71
numeration	1.71
numismatist	1.71
nunchaku	1.71
oligomer	1.71
ordinals	1.71
orexin	1.71
osmolality	1.71
outgrowths	1.71
outsells	1.71
overextend	1.71
overmuch	1.71
oxman	1.71
pancaked	1.71
pecora	1.71
pederast	1.71
pekoe	1.71
peleus	1.71
pentacles	1.71
pepo	1.71
percolates	1.71
peridotite	1.71
periodontology	1.71
peroxisomes	1.71
pervasively	1.71
petrodollar	1.71
pettiest	1.71
pfg	1.71
philadelphus	1.71
phlogiston	1.71
photodiodes	1.71
photostat	1.71
phrenic	1.71
phytochemical	1.71
pierogies	1.71
pigman	1.71
pinchers	1.71
pinpricks	1.71
pinups	1.71
pkt	1.71
platy	1.71
pluggable	1.71
plummy	1.71
polymorpha	1.71
polymorphs	1.71
polys	1.71
porns	1.71
profiteroles	1.71
progestogen	1.71
prograde	1.71
proofreaders	1.71
propagandize	1.71
prostrating	1.71
prothonotary	1.71
protozoans	1.71
provincialism	1.71
psuedo	1.71
pubescence	1.71
puckers	1.71
puds	1.71
putamen	1.71
pyrrha	1.71
quare	1.71
querido	1.71
rakan	1.71
reassertion	1.71
reconcilable	1.71
recruitments	1.71
reduplicated	1.71
regnant	1.71
regrowing	1.71
reinforcer	1.71
relentlessness	1.71
restyling	1.71
retros	1.71
revenger	1.71
reverbs	1.71
rhodian	1.71
rigidities	1.71
riotously	1.71
riveters	1.71
roundwood	1.71
routings	1.71
rumps	1.71
saltbush	1.71
screechy	1.71
seck	1.71
seethes	1.71
seraglio	1.71
sheller	1.71
shirting	1.71
shirtwaist	1.71
shoguns	1.71
signposting	1.71
simula	1.71
skiving	1.71
slomo	1.71
snapdragons	1.71
snick	1.71
snifter	1.71
soever	1.71
sorbets	1.71
soundest	1.71
soundman	1.71
spex	1.71
splurges	1.71
sporophyte	1.71
sprog	1.71
spurling	1.71
squaws	1.71
steem	1.71
stentorian	1.71
stereoscope	1.71
sticklebacks	1.71
stoles	1.71
strangulated	1.71
strikebreakers	1.71
submissively	1.71
supercollider	1.71
surfrider	1.71
suttle	1.71
swigging	1.71
syncline	1.71
tabac	1.71
tantras	1.71
teched	1.71
teco	1.71
teemed	1.71
teepees	1.71
tegmental	1.71
teleost	1.71
teleplay	1.71
teli	1.71
telia	1.71
terrae	1.71
testings	1.71
tetroxide	1.71
thanes	1.71
thermocline	1.71
thomistic	1.71
tichy	1.71
ticktock	1.71
toolmaker	1.71
toothsome	1.71
towelling	1.71
trackway	1.71
trademarking	1.71
transfinite	1.71
transhuman	1.71
transmittable	1.71
triaxial	1.71
tripwires	1.71
tucky	1.71
twirly	1.71
ultrastructural	1.71
ulva	1.71
unalaska	1.71
unbalancing	1.71
unconvincingly	1.71
underbite	1.71
underutilization	1.71
undistorted	1.71
undistributed	1.71
unhooking	1.71
unintuitive	1.71
unmetered	1.71
unreached	1.71
untutored	1.71
urease	1.71
vacillation	1.71
vacuity	1.71
vandalise	1.71
viceregal	1.71
villanelle	1.71
virtuously	1.71
viscosities	1.71
volleying	1.71
walloping	1.71
watchwords	1.71
wellborn	1.71
wheezed	1.71
willer	1.71
wist	1.71
woolens	1.71
yakin	1.71
yawing	1.71
zings	1.71
accreting	1.70
achoo	1.70
acquirement	1.70
actaeon	1.70
adamas	1.70
aerators	1.70
afferents	1.70
agag	1.70
aldol	1.70
alit	1.70
alternaria	1.70
ambulant	1.70
americanist	1.70
amphitryon	1.70
annatto	1.70
anneal	1.70
annuls	1.70
antagonising	1.70
antidiabetic	1.70
antillean	1.70
antinuclear	1.70
antiracist	1.70
aplysia	1.70
ardea	1.70
areolas	1.70
arikara	1.70
arterials	1.70
asphodel	1.70
assise	1.70
atef	1.70
audibles	1.70
auricle	1.70
auriga	1.70
autocephalous	1.70
avie	1.70
backhoes	1.70
backlist	1.70
backstairs	1.70
bafflingly	1.70
ballons	1.70
basecoat	1.70
batta	1.70
bdrm	1.70
beauti	1.70
benga	1.70
benzedrine	1.70
bernardine	1.70
bhagavata	1.70
bifunctional	1.70
biocides	1.70
bioethical	1.70
bionomics	1.70
bivalent	1.70
blackcap	1.70
bobwhite	1.70
booky	1.70
bouchon	1.70
brazils	1.70
brekky	1.70
bremsstrahlung	1.70
bromus	1.70
bronchus	1.70
bronzers	1.70
buddie	1.70
buffa	1.70
burglarizing	1.70
busloads	1.70
cableway	1.70
caddied	1.70
caddying	1.70
cadeau	1.70
caelum	1.70
caesura	1.70
calin	1.70
caliphates	1.70
camos	1.70
canalside	1.70
capercaillie	1.70
capricorns	1.70
caracara	1.70
carby	1.70
careerism	1.70
carrs	1.70
carse	1.70
carsick	1.70
cascara	1.70
castanea	1.70
caterwauling	1.70
cauterization	1.70
cavin	1.70
ceramicist	1.70
charlottes	1.70
chiffre	1.70
chippings	1.70
chromogenic	1.70
chronique	1.70
chthonic	1.70
chubbier	1.70
clarifier	1.70
clavicles	1.70
clavis	1.70
clubby	1.70
cockamamie	1.70
coeducation	1.70
coffea	1.70
colliculus	1.70
colorblindness	1.70
commensurately	1.70
composts	1.70
comradery	1.70
concealable	1.70
concierges	1.70
concocts	1.70
concolor	1.70
concupiscence	1.70
condemnatory	1.70
conemaugh	1.70
conics	1.70
contradistinction	1.70
copt	1.70
correctors	1.70
cotyledon	1.70
cotys	1.70
covariate	1.70
crazing	1.70
crosscutting	1.70
crudity	1.70
crudo	1.70
cryosphere	1.70
cusses	1.70
dabbler	1.70
dampeners	1.70
damselflies	1.70
danged	1.70
davidian	1.70
deaconesses	1.70
deaminase	1.70
debauch	1.70
debilitate	1.70
decapod	1.70
deciles	1.70
decontaminating	1.70
dejectedly	1.70
demonstratively	1.70
deportee	1.70
deprogramming	1.70
designators	1.70
detainers	1.70
dhaba	1.70
dhows	1.70
dilators	1.70
disgorged	1.70
dogwoods	1.70
doko	1.70
dolling	1.70
dolorous	1.70
dragger	1.70
dramatise	1.70
drawled	1.70
dreadlock	1.70
dreadnaught	1.70
duffers	1.70
eaglets	1.70
ealdorman	1.70
embezzler	1.70
empresses	1.70
enceinte	1.70
encryptions	1.70
enlistees	1.70
enshrouded	1.70
epicenters	1.70
epicyclic	1.70
equipage	1.70
esopus	1.70
eutrophic	1.70
excommunicating	1.70
expiate	1.70
expropriations	1.70
extravehicular	1.70
extruders	1.70
fand	1.70
farad	1.70
fiascos	1.70
finiteness	1.70
fireclay	1.70
fitout	1.70
fleta	1.70
fletchers	1.70
flippancy	1.70
foreward	1.70
forthrightness	1.70
frays	1.70
friese	1.70
fulminant	1.70
fuzzing	1.70
gabber	1.70
galangal	1.70
gamin	1.70
gange	1.70
gastrin	1.70
gentlemens	1.70
genu	1.70
geodesics	1.70
gestate	1.70
gigged	1.70
giusto	1.70
glomeruli	1.70
godlessness	1.70
gradualist	1.70
grano	1.70
gravities	1.70
gret	1.70
griped	1.70
guested	1.70
guffawed	1.70
gurgled	1.70
hadronic	1.70
hardwire	1.70
harn	1.70
haught	1.70
hauteur	1.70
haycock	1.70
hereditarily	1.70
hesperides	1.70
heterochromia	1.70
heterodoxy	1.70
hindoo	1.70
hobbesian	1.70
hollo	1.70
homesite	1.70
homogenizing	1.70
hornswoggle	1.70
hourlong	1.70
hudud	1.70
humilis	1.70
hunh	1.70
hussite	1.70
hust	1.70
hutches	1.70
hydrographer	1.70
hydroplaning	1.70
hylas	1.70
hyperextended	1.70
hyperkinetic	1.70
hypomanic	1.70
ichor	1.70
ignatian	1.70
immunologists	1.70
impeachments	1.70
implementer	1.70
incipit	1.70
indemnifying	1.70
ingenio	1.70
initializes	1.70
inker	1.70
inosine	1.70
integrationist	1.70
interoperate	1.70
irreducibly	1.70
jebus	1.70
journaled	1.70
justiciable	1.70
kaffirs	1.70
killdeer	1.70
koinonia	1.70
kopecks	1.70
kronen	1.70
ladee	1.70
lamed	1.70
langauge	1.70
leafleting	1.70
leers	1.70
lexicographic	1.70
lifebuoy	1.70
lineaments	1.70
liquefies	1.70
liverworts	1.70
livest	1.70
longtail	1.70
loomer	1.70
lotan	1.70
lour	1.70
lymphatics	1.70
macromolecule	1.70
maleic	1.70
mandrill	1.70
manser	1.70
maremma	1.70
mashal	1.70
melanocyte	1.70
menes	1.70
methought	1.70
metron	1.70
microelectrodes	1.70
microglial	1.70
microprobe	1.70
midpoints	1.70
militarizing	1.70
milkers	1.70
misinforming	1.70
mistrusting	1.70
modernizations	1.70
moggy	1.70
mogs	1.70
molts	1.70
monetarism	1.70
monistic	1.70
monumentality	1.70
moochers	1.70
moralities	1.70
morticians	1.70
mouche	1.70
navis	1.70
naze	1.70
nearsightedness	1.70
neese	1.70
nerdiest	1.70
netherlandish	1.70
netsuke	1.70
neut	1.70
nicety	1.70
nimbleness	1.70
nitromethane	1.70
nitta	1.70
nonbank	1.70
nonrenewable	1.70
nucleophiles	1.70
oarsman	1.70
oast	1.70
oerlikon	1.70
offtake	1.70
okays	1.70
oleoresin	1.70
oligomerization	1.70
orchiectomy	1.70
ordonnance	1.70
ostara	1.70
overhung	1.70
overleaf	1.70
overprinted	1.70
overreliance	1.70
padrone	1.70
parcelled	1.70
pasch	1.70
paty	1.70
pavone	1.70
peller	1.70
pemphigus	1.70
penances	1.70
penetrable	1.70
penetrant	1.70
peremptorily	1.70
periphrastic	1.70
perivascular	1.70
perspicacious	1.70
persuaders	1.70
persue	1.70
petechiae	1.70
petulantly	1.70
phanerozoic	1.70
philatelist	1.70
photocell	1.70
pictograph	1.70
piker	1.70
pillowy	1.70
pions	1.70
plasticized	1.70
plods	1.70
polycentric	1.70
polygram	1.70
pommy	1.70
ponding	1.70
posher	1.70
positioner	1.70
potbellied	1.70
preapproved	1.70
preceeding	1.70
preimplantation	1.70
preparative	1.70
preta	1.70
prickling	1.70
progestins	1.70
promiscuously	1.70
propagandized	1.70
prophylactics	1.70
provosts	1.70
psychologies	1.70
puggy	1.70
purees	1.70
quebrada	1.70
rafted	1.70
railroader	1.70
randomizing	1.70
rapiers	1.70
rayan	1.70
reactivates	1.70
recusant	1.70
recusing	1.70
redressal	1.70
redshank	1.70
reexamining	1.70
reflexed	1.70
regalo	1.70
relabeled	1.70
remanufacturing	1.70
repeller	1.70
repricing	1.70
restocks	1.70
restyle	1.70
retaliations	1.70
retentions	1.70
retroactivity	1.70
reverberant	1.70
rodge	1.70
rootstocks	1.70
rotenone	1.70
rued	1.70
sabaton	1.70
salesgirl	1.70
sauve	1.70
schismatics	1.70
scimitars	1.70
scran	1.70
scrimping	1.70
scripter	1.70
scuds	1.70
seamers	1.70
seclude	1.70
sensitised	1.70
sessa	1.70
settees	1.70
sexpot	1.70
sherwani	1.70
shoveler	1.70
shrewdest	1.70
shrimpers	1.70
sidedness	1.70
silenus	1.70
skanda	1.70
sniggers	1.70
sodomizing	1.70
solera	1.70
soter	1.70
sourpuss	1.70
spallation	1.70
spastics	1.70
spatters	1.70
spillers	1.70
sporulation	1.70
squawked	1.70
staleness	1.70
sture	1.70
suasion	1.70
subsumes	1.70
suburbanite	1.70
succotash	1.70
succubi	1.70
sugarbush	1.70
sumptuary	1.70
superintended	1.70
supped	1.70
supr	1.70
suras	1.70
surmising	1.70
sweatband	1.70
synergize	1.70
taxus	1.70
tenderest	1.70
terete	1.70
terrariums	1.70
threepence	1.70
threescore	1.70
thrombolytic	1.70
tiao	1.70
tike	1.70
tinges	1.70
tinpot	1.70
titanite	1.70
toothaches	1.70
torchbearers	1.70
townscape	1.70
tpk	1.70
transposes	1.70
tripolis	1.70
triskelion	1.70
tryptamine	1.70
turfing	1.70
turfs	1.70
tweedledee	1.70
typer	1.70
typewriting	1.70
ubiquinone	1.70
umpired	1.70
unadvertised	1.70
uncaused	1.70
uncial	1.70
undependable	1.70
undereducated	1.70
underflow	1.70
underinvestment	1.70
undershot	1.70
unengaged	1.70
unfreezing	1.70
unio	1.70
unnerves	1.70
unphased	1.70
unprinted	1.70
unreasoning	1.70
unremarked	1.70
unshared	1.70
untracked	1.70
untrammelled	1.70
upstaging	1.70
usurer	1.70
vaginitis	1.70
vaguer	1.70
variate	1.70
venkata	1.70
ventilatory	1.70
vernaculars	1.70
washtub	1.70
wetumpka	1.70
whizzer	1.70
widgeon	1.70
wimple	1.70
windbreaks	1.70
windowpanes	1.70
wobblies	1.70
womanist	1.70
wowsers	1.70
wudu	1.70
wyandot	1.70
yakut	1.70
yaquina	1.70
yogini	1.70
zoid	1.70
aahs	1.69
abrade	1.69
abutted	1.69
acetylsalicylic	1.69
acrolein	1.69
addle	1.69
adjudications	1.69
aerialist	1.69
agood	1.69
agribusinesses	1.69
aile	1.69
airburst	1.69
alnico	1.69
alpen	1.69
anoints	1.69
anterolateral	1.69
anthropometry	1.69
anticyclone	1.69
antiope	1.69
antiterrorist	1.69
arar	1.69
ared	1.69
armiger	1.69
arna	1.69
arrogate	1.69
arrowed	1.69
artus	1.69
assayer	1.69
associativity	1.69
babas	1.69
bachelorhood	1.69
backings	1.69
bagful	1.69
ballgames	1.69
balsamo	1.69
barny	1.69
barranco	1.69
baseness	1.69
bedivere	1.69
belgic	1.69
belon	1.69
benchwarmers	1.69
bergy	1.69
bines	1.69
bioactivity	1.69
bitingly	1.69
blackleg	1.69
blee	1.69
bludgeons	1.69
bonks	1.69
bostons	1.69
botella	1.69
boul	1.69
browbeating	1.69
brownouts	1.69
brumaire	1.69
bugbears	1.69
bullshits	1.69
bunkie	1.69
bvt	1.69
caboodle	1.69
callused	1.69
canape	1.69
candelabras	1.69
candelabrum	1.69
cannibalization	1.69
canonicity	1.69
cantando	1.69
cappers	1.69
capybaras	1.69
carline	1.69
caryatid	1.69
castalia	1.69
cautiousness	1.69
ceanothus	1.69
centrex	1.69
ceria	1.69
chalon	1.69
checkmated	1.69
cheesiness	1.69
chicot	1.69
chiggers	1.69
cill	1.69
circumcising	1.69
circumstantially	1.69
clathrate	1.69
claver	1.69
clothings	1.69
clubroom	1.69
coate	1.69
coeditor	1.69
collagenase	1.69
comptoir	1.69
concatenate	1.69
consanguineous	1.69
contractionary	1.69
contrariwise	1.69
conventionality	1.69
coquina	1.69
corduroys	1.69
coronoid	1.69
countercurrent	1.69
coursers	1.69
coved	1.69
cowbird	1.69
cowslip	1.69
cravats	1.69
crossbowmen	1.69
crucifixions	1.69
cruft	1.69
crumpler	1.69
cufflink	1.69
cyclodextrin	1.69
cygnets	1.69
dadaism	1.69
daguerreotypes	1.69
datatypes	1.69
decapitations	1.69
decathlete	1.69
decidua	1.69
declamatory	1.69
deduplication	1.69
defroster	1.69
delicto	1.69
delineations	1.69
demobbed	1.69
demoness	1.69
desalinization	1.69
descender	1.69
devilry	1.69
dextral	1.69
diabase	1.69
differencing	1.69
dilettantes	1.69
dimity	1.69
dins	1.69
dioxane	1.69
diplopia	1.69
discreditable	1.69
disillusioning	1.69
diskettes	1.69
dislocates	1.69
dispar	1.69
dopers	1.69
dragline	1.69
drosera	1.69
drupe	1.69
duckbill	1.69
duple	1.69
ebonite	1.69
echidnas	1.69
ekron	1.69
enchanters	1.69
endogamy	1.69
endogenously	1.69
enteroviruses	1.69
epilator	1.69
erian	1.69
etats	1.69
etwas	1.69
excepts	1.69
eyeline	1.69
fames	1.69
fecit	1.69
feelies	1.69
fibular	1.69
finitude	1.69
floatplane	1.69
foodways	1.69
footnoted	1.69
footpads	1.69
footplate	1.69
forbears	1.69
fores	1.69
forewarn	1.69
formalising	1.69
foxgloves	1.69
foxhunting	1.69
fringilla	1.69
frolicked	1.69
funkiest	1.69
fusilli	1.69
fusses	1.69
galler	1.69
gatecrasher	1.69
gauleiter	1.69
geniculate	1.69
genin	1.69
gerontologist	1.69
